"","X1","#","Name","Type 1","Type 2","Total","HP","Attack","Defense","Sp. Atk","Sp. Def","Speed","Generation","Legendary","url","desc.1","desc.2","list.best.stats","best.hp","best.atk","best.def","best.sp.atk","best.sp.def","best.spd"
"429",429,386,"DeoxysNormal Forme","Psychic",NA,600,50,150,50,150,50,150,3,"True",NA,"The description information for this Pokemon is not readily accessible.","","z.spd",0,0,0,0,0,1
"430",430,386,"DeoxysAttack Forme","Psychic",NA,600,50,180,20,180,20,150,3,"True",NA,"The description information for this Pokemon is not readily accessible.","","z.sp.atk",0,0,0,1,0,0
"431",431,386,"DeoxysDefense Forme","Psychic",NA,600,50,70,160,70,160,90,3,"True",NA,"The description information for this Pokemon is not readily accessible.","","z.sp.def",0,0,0,0,1,0
"432",432,386,"DeoxysSpeed Forme","Psychic",NA,600,50,95,90,95,90,180,3,"True",NA,"The description information for this Pokemon is not readily accessible.","","z.spd",0,0,0,0,0,1
"433",433,387,"Turtwig","Grass",NA,318,55,68,64,45,55,31,4,"False","https://bulbapedia.bulbagarden.net/wiki/Turtwig_(Pokémon)","Turtwig (Japanese: ナエトル Naetle) is a Grass-type Pokémon introduced in Generation IV.
","It evolves into Grotle starting at level 18, which evolves into Torterra starting at level 32.
","z.def",0,0,1,0,0,0
"434",434,388,"Grotle","Grass",NA,405,75,89,85,55,65,36,4,"False","https://bulbapedia.bulbagarden.net/wiki/Grotle_(Pokémon)","Grotle (Japanese: ハヤシガメ Hayashigame) is a Grass-type Pokémon introduced in Generation IV.
","It evolves from Turtwig starting at level 18 and evolves into Torterra starting at level 32.
","z.def",0,0,1,0,0,0
"435",435,389,"Torterra","Grass","Ground",525,95,109,105,75,85,56,4,"False","https://bulbapedia.bulbagarden.net/wiki/Torterra_(Pokémon)","Torterra (Japanese: ドダイトス Dodaitose) is a dual-type Grass/Ground Pokémon introduced in Generation IV.
","It evolves from Grotle starting at level 32. It is the final form of Turtwig.
","z.hp",1,0,0,0,0,0
"436",436,390,"Chimchar","Fire",NA,309,44,58,44,58,44,61,4,"False","https://bulbapedia.bulbagarden.net/wiki/Chimchar_(Pokémon)","Chimchar (Japanese: ヒコザル Hikozaru) is a Fire-type Pokémon introduced in Generation IV.
","It evolves into Monferno starting at level 14, which evolves into Infernape starting at level 36.
","z.spd",0,0,0,0,0,1
"437",437,391,"Monferno","Fire","Fighting",405,64,78,52,78,52,81,4,"False","https://bulbapedia.bulbagarden.net/wiki/Monferno_(Pokémon)","Monferno (Japanese: モウカザル Moukazaru) is a dual-type Fire/Fighting Pokémon introduced in Generation IV.
","It evolves from Chimchar starting at level 14 and evolves into Infernape starting at level 36.
","z.spd",0,0,0,0,0,1
"438",438,392,"Infernape","Fire","Fighting",534,76,104,71,104,71,108,4,"False","https://bulbapedia.bulbagarden.net/wiki/Infernape_(Pokémon)","Infernape (Japanese: ゴウカザル Goukazaru) is a dual-type Fire/Fighting Pokémon introduced in Generation IV.
","It evolves from Monferno starting at level 36. It is the final form of Chimchar.
","z.spd",0,0,0,0,0,1
"439",439,393,"Piplup","Water",NA,314,53,51,53,61,56,40,4,"False","https://bulbapedia.bulbagarden.net/wiki/Piplup_(Pokémon)","Piplup (Japanese: ポッチャマ Pochama) is a Water-type Pokémon introduced in Generation IV.
","It evolves into Prinplup starting at level 16, which evolves into Empoleon starting at level 36.
","z.sp.atk",0,0,0,1,0,0
"440",440,394,"Prinplup","Water",NA,405,64,66,68,81,76,50,4,"False","https://bulbapedia.bulbagarden.net/wiki/Prinplup_(Pokémon)","Prinplup (Japanese: ポッタイシ Pottaishi) is a Water-type Pokémon introduced in Generation IV.
","It evolves from Piplup starting at level 16 and evolves into Empoleon starting at level 36.
","z.sp.atk",0,0,0,1,0,0
"441",441,395,"Empoleon","Water","Steel",530,84,86,88,111,101,60,4,"False","https://bulbapedia.bulbagarden.net/wiki/Empoleon_(Pokémon)","Empoleon (Japanese: エンペルト Emperte) is a dual-type Water/Steel Pokémon introduced in Generation IV.
","It evolves from Prinplup starting at level 36. It is the final form of Piplup.
","z.sp.atk",0,0,0,1,0,0
"442",442,396,"Starly","Normal","Flying",245,40,55,30,30,30,60,4,"False","https://bulbapedia.bulbagarden.net/wiki/Starly_(Pokémon)","Starly (Japanese: ムックル Mukkuru) is a dual-type Normal/Flying Pokémon introduced in Generation IV.
","It evolves into Staravia starting at level 14, which evolves into Staraptor starting at level 34.
","z.spd",0,0,0,0,0,1
"443",443,397,"Staravia","Normal","Flying",340,55,75,50,40,40,80,4,"False","https://bulbapedia.bulbagarden.net/wiki/Staravia_(Pokémon)","Staravia (Japanese: ムクバード Mukubird) is a dual-type Normal/Flying Pokémon introduced in Generation IV.
","It evolves from Starly starting at level 14 and evolves into Staraptor starting at level 34.
","z.spd",0,0,0,0,0,1
"444",444,398,"Staraptor","Normal","Flying",485,85,120,70,50,60,100,4,"False","https://bulbapedia.bulbagarden.net/wiki/Staraptor_(Pokémon)","Staraptor (Japanese: ムクホーク Mukuhawk) is a dual-type Normal/Flying Pokémon introduced in Generation IV.
","It evolves from Staravia starting at level 34. It is the final form of Starly.
","z.atk",0,1,0,0,0,0
"445",445,399,"Bidoof","Normal",NA,250,59,45,40,35,40,31,4,"False","https://bulbapedia.bulbagarden.net/wiki/Bidoof_(Pokémon)","Bidoof (Japanese: ビッパ Bippa) is a Normal-type Pokémon introduced in Generation IV.
","It evolves into Bibarel starting at level 15.
","z.hp",1,0,0,0,0,0
"446",446,400,"Bibarel","Normal","Water",410,79,85,60,55,60,71,4,"False","https://bulbapedia.bulbagarden.net/wiki/Bibarel_(Pokémon)","Bibarel (Japanese: ビーダル Beadaru) is a dual-type Normal/Water Pokémon introduced in Generation IV.
","It evolves from Bidoof starting at level 15.
","z.hp",1,0,0,0,0,0
"447",447,401,"Kricketot","Bug",NA,194,37,25,41,25,41,25,4,"False","https://bulbapedia.bulbagarden.net/wiki/Kricketot_(Pokémon)","Kricketot (Japanese: コロボーシ Koroboshi) is a Bug-type Pokémon introduced in Generation IV.
","It evolves into Kricketune starting at level 10.
","z.def",0,0,1,0,0,0
"448",448,402,"Kricketune","Bug",NA,384,77,85,51,55,51,65,4,"False","https://bulbapedia.bulbagarden.net/wiki/Kricketune_(Pokémon)","Kricketune (Japanese: コロトック Korotock) is a Bug-type Pokémon introduced in Generation IV.
","It evolves from Kricketot starting at level 10.
","z.hp",1,0,0,0,0,0
"449",449,403,"Shinx","Electric",NA,263,45,65,34,40,34,45,4,"False","https://bulbapedia.bulbagarden.net/wiki/Shinx_(Pokémon)","Shinx (Japanese: コリンク Kolink) is an Electric-type Pokémon introduced in Generation IV.
","It evolves into Luxio starting at level 15, which evolves into Luxray starting at level 30.
","z.atk",0,1,0,0,0,0
"450",450,404,"Luxio","Electric",NA,363,60,85,49,60,49,60,4,"False","https://bulbapedia.bulbagarden.net/wiki/Luxio_(Pokémon)","Luxio (Japanese: ルクシオ Luxio) is an Electric-type Pokémon introduced in Generation IV.
","It evolves from Shinx starting at level 15 and evolves into Luxray starting at level 30.
","z.atk",0,1,0,0,0,0
"451",451,405,"Luxray","Electric",NA,523,80,120,79,95,79,70,4,"False","https://bulbapedia.bulbagarden.net/wiki/Luxray_(Pokémon)","Luxray (Japanese: レントラー Rentorar) is an Electric-type Pokémon introduced in Generation IV.
","It evolves from Luxio starting at level 30. It is the final form of Shinx.
","z.atk",0,1,0,0,0,0
"452",452,406,"Budew","Grass","Poison",280,40,30,35,50,70,55,4,"False","https://bulbapedia.bulbagarden.net/wiki/Budew_(Pokémon)","Budew (Japanese: スボミー Subomie) is a dual-type Grass/Poison baby Pokémon introduced in Generation IV.
","It evolves into Roselia when leveled up with high friendship during the day, which evolves into Roserade when exposed to a Shiny Stone.
","z.sp.def",0,0,0,0,1,0
"453",453,407,"Roserade","Grass","Poison",515,60,70,65,125,105,90,4,"False","https://bulbapedia.bulbagarden.net/wiki/Roserade_(Pokémon)","Roserade (Japanese: ロズレイド Roserade) is a dual-type Grass/Poison Pokémon introduced in Generation IV.
","It evolves from Roselia when exposed to a Shiny Stone. It is the final form of Budew.
","z.sp.atk",0,0,0,1,0,0
"454",454,408,"Cranidos","Rock",NA,350,67,125,40,30,30,58,4,"False","https://bulbapedia.bulbagarden.net/wiki/Cranidos_(Pokémon)","Cranidos (Japanese: ズガイドス Zugaidos) is a Rock-type Fossil Pokémon introduced in Generation IV.
","It is resurrected from a Skull Fossil and evolves into Rampardos starting at level 30.
","z.atk",0,1,0,0,0,0
"455",455,409,"Rampardos","Rock",NA,495,97,165,60,65,50,58,4,"False","https://bulbapedia.bulbagarden.net/wiki/Rampardos_(Pokémon)","Rampardos (Japanese: ラムパルド Rampald) is a Rock-type Fossil Pokémon introduced in Generation IV.
","It evolves from Cranidos starting at level 30, after it is revived from a Skull Fossil.
","z.atk",0,1,0,0,0,0
"456",456,410,"Shieldon","Rock","Steel",350,30,42,118,42,88,30,4,"False","https://bulbapedia.bulbagarden.net/wiki/Shieldon_(Pokémon)","Shieldon (Japanese: タテトプス Tatetops) is a dual-type Rock/Steel Fossil Pokémon introduced in Generation IV.
","It is resurrected from an Armor Fossil and evolves into Bastiodon starting at level 30.
","z.def",0,0,1,0,0,0
"457",457,411,"Bastiodon","Rock","Steel",495,60,52,168,47,138,30,4,"False","https://bulbapedia.bulbagarden.net/wiki/Bastiodon_(Pokémon)","Bastiodon (Japanese: トリデプス Torideps) is a dual-type Rock/Steel Fossil Pokémon introduced in Generation IV.
","It evolves from Shieldon starting at level 30, after it is revived from an Armor Fossil.
","z.def",0,0,1,0,0,0
"458",458,412,"Burmy","Bug",NA,224,40,29,45,29,45,36,4,"False","https://bulbapedia.bulbagarden.net/wiki/Burmy_(Pokémon)","Burmy (Japanese: ミノムッチ Minomucchi) is a Bug-type Pokémon introduced in Generation IV.
","Burmy's evolutions are gender dependent: female Burmy evolve into Wormadam and male Burmy evolve into Mothim, both starting at level 20.
","z.def",0,0,1,0,0,0
"459",459,413,"WormadamPlant Cloak","Bug","Grass",424,60,59,85,79,105,36,4,"False",NA,"The description information for this Pokemon is not readily accessible.","","z.sp.def",0,0,0,0,1,0
"460",460,413,"WormadamSandy Cloak","Bug","Ground",424,60,79,105,59,85,36,4,"False",NA,"The description information for this Pokemon is not readily accessible.","","z.def",0,0,1,0,0,0
"461",461,413,"WormadamTrash Cloak","Bug","Steel",424,60,69,95,69,95,36,4,"False",NA,"The description information for this Pokemon is not readily accessible.","","z.sp.def",0,0,0,0,1,0
"462",462,414,"Mothim","Bug","Flying",424,70,94,50,94,50,66,4,"False","https://bulbapedia.bulbagarden.net/wiki/Mothim_(Pokémon)","Mothim (Japanese: ガーメイル Gamale) is a dual-type Bug/Flying Pokémon introduced in Generation IV.
","It evolves from a male Burmy starting at level 20. It is one of Burmy's final forms, the other being Wormadam.
","z.sp.atk",0,0,0,1,0,0
"463",463,415,"Combee","Bug","Flying",244,30,30,42,30,42,70,4,"False","https://bulbapedia.bulbagarden.net/wiki/Combee_(Pokémon)","Combee (Japanese: ミツハニー Mitsuhoney) is a dual-type Bug/Flying Pokémon introduced in Generation IV.
","Female Combee evolve into Vespiquen starting at level 21. Male Combee are not known to evolve into or from any other Pokémon.
","z.spd",0,0,0,0,0,1
"464",464,416,"Vespiquen","Bug","Flying",474,70,80,102,80,102,40,4,"False","https://bulbapedia.bulbagarden.net/wiki/Vespiquen_(Pokémon)","Vespiquen (Japanese: ビークイン Beequen) is a dual-type Bug/Flying Pokémon introduced in Generation IV.
","It evolves from a female Combee starting at level 21.
","z.sp.def",0,0,0,0,1,0
"465",465,417,"Pachirisu","Electric",NA,405,60,45,70,45,90,95,4,"False","https://bulbapedia.bulbagarden.net/wiki/Pachirisu_(Pokémon)","Pachirisu (Japanese: パチリス Pachirisu) is an Electric-type Pokémon introduced in Generation IV.
","It is not known to evolve into or from any other Pokémon.
","z.spd",0,0,0,0,0,1
"466",466,418,"Buizel","Water",NA,330,55,65,35,60,30,85,4,"False","https://bulbapedia.bulbagarden.net/wiki/Buizel_(Pokémon)","Buizel (Japanese: ブイゼル Buoysel) is a Water-type Pokémon introduced in Generation IV.
","It evolves into Floatzel starting at level 26.
","z.spd",0,0,0,0,0,1
"467",467,419,"Floatzel","Water",NA,495,85,105,55,85,50,115,4,"False","https://bulbapedia.bulbagarden.net/wiki/Floatzel_(Pokémon)","Floatzel (Japanese: フローゼル Floatzel) is a Water-type Pokémon introduced in Generation IV.
","It evolves from Buizel starting at level 26.
","z.spd",0,0,0,0,0,1
"468",468,420,"Cherubi","Grass",NA,275,45,35,45,62,53,35,4,"False","https://bulbapedia.bulbagarden.net/wiki/Cherubi_(Pokémon)","Cherubi (Japanese: チェリンボ Cherinbo) is a Grass-type Pokémon introduced in Generation IV.
","It evolves into Cherrim starting at level 25.
","z.sp.atk",0,0,0,1,0,0
"469",469,421,"Cherrim","Grass",NA,450,70,60,70,87,78,85,4,"False","https://bulbapedia.bulbagarden.net/wiki/Cherrim_(Pokémon)","Cherrim (Japanese: チェリム Cherrim) is a Grass-type Pokémon introduced in Generation IV.
","It evolves from Cherubi starting at level 25.
","z.spd",0,0,0,0,0,1
"470",470,422,"Shellos","Water",NA,325,76,48,48,57,62,34,4,"False","https://bulbapedia.bulbagarden.net/wiki/Shellos_(Pokémon)","Shellos (Japanese: カラナクシ Karanakushi) is a Water-type Pokémon introduced in Generation IV.
","It evolves into Gastrodon starting at level 30.
","z.hp",1,0,0,0,0,0
"471",471,423,"Gastrodon","Water","Ground",475,111,83,68,92,82,39,4,"False","https://bulbapedia.bulbagarden.net/wiki/Gastrodon_(Pokémon)","Gastrodon (Japanese: トリトドン Tritodon) is a dual-type Water/Ground Pokémon introduced in Generation IV.
","It evolves from Shellos starting at level 30.
","z.hp",1,0,0,0,0,0
"472",472,424,"Ambipom","Normal",NA,482,75,100,66,60,66,115,4,"False","https://bulbapedia.bulbagarden.net/wiki/Ambipom_(Pokémon)","Ambipom (Japanese: エテボース Eteboth) is a Normal-type Pokémon introduced in Generation IV.
","It evolves from Aipom when leveled up while knowing Double Hit.
","z.spd",0,0,0,0,0,1
"473",473,425,"Drifloon","Ghost","Flying",348,90,50,34,60,44,70,4,"False","https://bulbapedia.bulbagarden.net/wiki/Drifloon_(Pokémon)","Drifloon (Japanese: フワンテ Fuwante) is a dual-type Ghost/Flying Pokémon introduced in Generation IV.
","It evolves into Drifblim starting at level 28.
","z.hp",1,0,0,0,0,0
"474",474,426,"Drifblim","Ghost","Flying",498,150,80,44,90,54,80,4,"False","https://bulbapedia.bulbagarden.net/wiki/Drifblim_(Pokémon)","Drifblim (Japanese: フワライド Fuwaride) is a dual-type Ghost/Flying Pokémon introduced in Generation IV.
","It evolves from Drifloon starting at level 28.
","z.hp",1,0,0,0,0,0
"475",475,427,"Buneary","Normal",NA,350,55,66,44,44,56,85,4,"False","https://bulbapedia.bulbagarden.net/wiki/Buneary_(Pokémon)","Buneary (Japanese: ミミロル Mimirol) is a Normal-type Pokémon introduced in Generation IV.
","It evolves into Lopunny when leveled up with high friendship.
","z.spd",0,0,0,0,0,1
"476",476,428,"Lopunny","Normal",NA,480,65,76,84,54,96,105,4,"False","https://bulbapedia.bulbagarden.net/wiki/Lopunny_(Pokémon)","Lopunny (Japanese: ミミロップ Mimilop) is a Normal-type Pokémon introduced in Generation IV.
","It evolves from Buneary when leveled up with high friendship. It can Mega Evolve into Mega Lopunny using the Lopunnite.
","z.spd",0,0,0,0,0,1
"477",477,428,"LopunnyMega Lopunny","Normal","Fighting",580,65,136,94,54,96,135,4,"False",NA,"The description information for this Pokemon is not readily accessible.","","z.spd",0,0,0,0,0,1
"478",478,429,"Mismagius","Ghost",NA,495,60,60,60,105,105,105,4,"False","https://bulbapedia.bulbagarden.net/wiki/Mismagius_(Pokémon)","Mismagius (Japanese: ムウマージ Mumargi) is a Ghost-type Pokémon introduced in Generation IV.
","It evolves from Misdreavus when exposed to a Dusk Stone.
","z.spd",0,0,0,0,0,1
"479",479,430,"Honchkrow","Dark","Flying",505,100,125,52,105,52,71,4,"False","https://bulbapedia.bulbagarden.net/wiki/Honchkrow_(Pokémon)","Honchkrow (Japanese: ドンカラス Dongkarasu) is a dual-type Dark/Flying Pokémon introduced in Generation IV.
","It evolves from Murkrow when exposed to a Dusk Stone.
","z.atk",0,1,0,0,0,0
"480",480,431,"Glameow","Normal",NA,310,49,55,42,42,37,85,4,"False","https://bulbapedia.bulbagarden.net/wiki/Glameow_(Pokémon)","Glameow (Japanese: ニャルマー Nyarmar) is a Normal-type Pokémon introduced in Generation IV.
","It evolves into Purugly starting at level 38.
","z.spd",0,0,0,0,0,1
"481",481,432,"Purugly","Normal",NA,452,71,82,64,64,59,112,4,"False","https://bulbapedia.bulbagarden.net/wiki/Purugly_(Pokémon)","Purugly (Japanese: ブニャット Bunyatto) is a Normal-type Pokémon introduced in Generation IV.
","It evolves from Glameow starting at level 38.
","z.spd",0,0,0,0,0,1
"482",482,433,"Chingling","Psychic",NA,285,45,30,50,65,50,45,4,"False","https://bulbapedia.bulbagarden.net/wiki/Chingling_(Pokémon)","Chingling (Japanese: リーシャン  Lisyan) is a Psychic-type baby Pokémon introduced in Generation IV.
","It evolves into Chimecho when leveled up with high friendship during the night.
","z.sp.atk",0,0,0,1,0,0
"483",483,434,"Stunky","Poison","Dark",329,63,63,47,41,41,74,4,"False","https://bulbapedia.bulbagarden.net/wiki/Stunky_(Pokémon)","Stunky (Japanese: スカンプー Skunpuu) is a dual-type Poison/Dark Pokémon introduced in Generation IV.
","It evolves into Skuntank starting at level 34.
","z.spd",0,0,0,0,0,1
"484",484,435,"Skuntank","Poison","Dark",479,103,93,67,71,61,84,4,"False","https://bulbapedia.bulbagarden.net/wiki/Skuntank_(Pokémon)","Skuntank (Japanese: スカタンク Skutank) is a dual-type Poison/Dark Pokémon introduced in Generation IV.
","It evolves from Stunky starting at level 34.
","z.hp",1,0,0,0,0,0
"485",485,436,"Bronzor","Steel","Psychic",300,57,24,86,24,86,23,4,"False","https://bulbapedia.bulbagarden.net/wiki/Bronzor_(Pokémon)","Bronzor (Japanese: ドーミラー Dohmirror) is a dual-type Steel/Psychic Pokémon introduced in Generation IV.
","It evolves into Bronzong starting at level 33.
","z.sp.def",0,0,0,0,1,0
"486",486,437,"Bronzong","Steel","Psychic",500,67,89,116,79,116,33,4,"False","https://bulbapedia.bulbagarden.net/wiki/Bronzong_(Pokémon)","Bronzong (Japanese: ドータクン Dohtakun) is a dual-type Steel/Psychic Pokémon introduced in Generation IV.
","It evolves from Bronzor starting at level 33.
","z.sp.def",0,0,0,0,1,0
"487",487,438,"Bonsly","Rock",NA,290,50,80,95,10,45,10,4,"False","https://bulbapedia.bulbagarden.net/wiki/Bonsly_(Pokémon)","Bonsly (Japanese: ウソハチ Usohachi) is a Rock-type baby Pokémon introduced in Generation IV.
","It evolves into Sudowoodo when leveled up while knowing Mimic.
","z.def",0,0,1,0,0,0
"488",488,439,"Mime Jr.","Psychic","Fairy",310,20,25,45,70,90,60,4,"False",NA,"The description information for this Pokemon is not readily accessible.","","z.sp.def",0,0,0,0,1,0
"489",489,440,"Happiny","Normal",NA,220,100,5,5,15,65,30,4,"False","https://bulbapedia.bulbagarden.net/wiki/Happiny_(Pokémon)","Happiny (Japanese: ピンプク Pinpuku) is a Normal-type baby Pokémon introduced in Generation IV.
","It evolves into Chansey when leveled up while holding an Oval Stone during the daytime, which evolves into Blissey when leveled up with high friendship.
","z.hp",1,0,0,0,0,0
"490",490,441,"Chatot","Normal","Flying",411,76,65,45,92,42,91,4,"False","https://bulbapedia.bulbagarden.net/wiki/Chatot_(Pokémon)","Chatot (Japanese: ペラップ Perap) is a dual-type Normal/Flying Pokémon introduced in Generation IV.
","It is not known to evolve into or from any other Pokémon.
","z.spd",0,0,0,0,0,1
"491",491,442,"Spiritomb","Ghost","Dark",485,50,92,108,92,108,35,4,"False","https://bulbapedia.bulbagarden.net/wiki/Spiritomb_(Pokémon)","Spiritomb (Japanese: ミカルゲ Mikaruge) is a dual-type Ghost/Dark Pokémon introduced in Generation IV.
","It is not known to evolve into or from any other Pokémon.
","z.sp.def",0,0,0,0,1,0
"492",492,443,"Gible","Dragon","Ground",300,58,70,45,40,45,42,4,"False","https://bulbapedia.bulbagarden.net/wiki/Gible_(Pokémon)","Gible (Japanese: フカマル Fukamaru) is a dual-type Dragon/Ground Pokémon introduced in Generation IV.
","It evolves into Gabite starting at level 24, which evolves into Garchomp starting at level 48.
","z.atk",0,1,0,0,0,0
"493",493,444,"Gabite","Dragon","Ground",410,68,90,65,50,55,82,4,"False","https://bulbapedia.bulbagarden.net/wiki/Gabite_(Pokémon)","Gabite (Japanese: ガバイト Gabite) is a dual-type Dragon/Ground Pokémon introduced in Generation IV.
","It evolves from Gible starting at level 24 and evolves into Garchomp starting at level 48.
","z.spd",0,0,0,0,0,1
"494",494,445,"Garchomp","Dragon","Ground",600,108,130,95,80,85,102,4,"False","https://bulbapedia.bulbagarden.net/wiki/Garchomp_(Pokémon)","Garchomp (Japanese: ガブリアス Gaburias) is a dual-type Dragon/Ground pseudo-legendary Pokémon introduced in Generation IV.
","It evolves from Gabite starting at level 48. It is the final form of Gible. It can Mega Evolve into Mega Garchomp using the Garchompite.
","z.atk",0,1,0,0,0,0
"495",495,445,"GarchompMega Garchomp","Dragon","Ground",700,108,170,115,120,95,92,4,"False",NA,"The description information for this Pokemon is not readily accessible.","","z.atk",0,1,0,0,0,0
"496",496,446,"Munchlax","Normal",NA,390,135,85,40,40,85,5,4,"False","https://bulbapedia.bulbagarden.net/wiki/Munchlax_(Pokémon)","Munchlax (Japanese: ゴンベ Gonbe) is a Normal-type baby Pokémon introduced in Generation IV.
","It evolves into Snorlax when leveled up with high friendship.
","z.hp",1,0,0,0,0,0
"497",497,447,"Riolu","Fighting",NA,285,40,70,40,35,40,60,4,"False","https://bulbapedia.bulbagarden.net/wiki/Riolu_(Pokémon)","Riolu (Japanese: リオル Riolu) is a Fighting-type baby Pokémon introduced in Generation IV.
","It evolves into Lucario when leveled up with high friendship during the day.
","z.atk",0,1,0,0,0,0
"498",498,448,"Lucario","Fighting","Steel",525,70,110,70,115,70,90,4,"False","https://bulbapedia.bulbagarden.net/wiki/Lucario_(Pokémon)","Lucario (Japanese: ルカリオ Lucario) is a dual-type Fighting/Steel Pokémon introduced in Generation IV.
","It evolves from Riolu when leveled up with high friendship during the day. It can Mega Evolve into Mega Lucario using the Lucarionite.
","z.sp.atk",0,0,0,1,0,0
"499",499,448,"LucarioMega Lucario","Fighting","Steel",625,70,145,88,140,70,112,4,"False",NA,"The description information for this Pokemon is not readily accessible.","","z.sp.atk",0,0,0,1,0,0
"500",500,449,"Hippopotas","Ground",NA,330,68,72,78,38,42,32,4,"False","https://bulbapedia.bulbagarden.net/wiki/Hippopotas_(Pokémon)","Hippopotas (Japanese: ヒポポタス Hippopotas) is a Ground-type Pokémon introduced in Generation IV.
","It evolves into Hippowdon starting at level 34.
","z.def",0,0,1,0,0,0
"501",501,450,"Hippowdon","Ground",NA,525,108,112,118,68,72,47,4,"False","https://bulbapedia.bulbagarden.net/wiki/Hippowdon_(Pokémon)","Hippowdon (Japanese: カバルドン Kabaldon) is a Ground-type Pokémon introduced in Generation IV.
","It evolves from Hippopotas starting at level 34.
","z.hp",1,0,0,0,0,0
"502",502,451,"Skorupi","Poison","Bug",330,40,50,90,30,55,65,4,"False","https://bulbapedia.bulbagarden.net/wiki/Skorupi_(Pokémon)","Skorupi (Japanese: スコルピ Scorupi) is a dual-type Poison/Bug Pokémon introduced in Generation IV.
","It evolves into Drapion starting at level 40.
","z.def",0,0,1,0,0,0
"503",503,452,"Drapion","Poison","Dark",500,70,90,110,60,75,95,4,"False","https://bulbapedia.bulbagarden.net/wiki/Drapion_(Pokémon)","Drapion (Japanese: ドラピオン Dorapion) is a dual-type Poison/Dark Pokémon introduced in Generation IV.
","It evolves from Skorupi starting at level 40.
","z.def",0,0,1,0,0,0
"504",504,453,"Croagunk","Poison","Fighting",300,48,61,40,61,40,50,4,"False","https://bulbapedia.bulbagarden.net/wiki/Croagunk_(Pokémon)","Croagunk (Japanese: グレッグル Gureggru) is a dual-type Poison/Fighting Pokémon introduced in Generation IV.
","It evolves into Toxicroak starting at level 37.
","z.sp.atk",0,0,0,1,0,0
"505",505,454,"Toxicroak","Poison","Fighting",490,83,106,65,86,65,85,4,"False","https://bulbapedia.bulbagarden.net/wiki/Toxicroak_(Pokémon)","Toxicroak (Japanese: ドクロッグ Dokurog) is a dual-type Poison/Fighting Pokémon introduced in Generation IV.
","It evolves from Croagunk starting at level 37.
","z.atk",0,1,0,0,0,0
"506",506,455,"Carnivine","Grass",NA,454,74,100,72,90,72,46,4,"False","https://bulbapedia.bulbagarden.net/wiki/Carnivine_(Pokémon)","Carnivine (Japanese: マスキッパ Muskippa) is a Grass-type Pokémon introduced in Generation IV.
","It is not known to evolve into or from any other Pokémon.
","z.atk",0,1,0,0,0,0
"507",507,456,"Finneon","Water",NA,330,49,49,56,49,61,66,4,"False","https://bulbapedia.bulbagarden.net/wiki/Finneon_(Pokémon)","Finneon (Japanese: ケイコウオ Keikouo) is a Water-type Pokémon introduced in Generation IV.
","It evolves into Lumineon starting at level 31.
","z.spd",0,0,0,0,0,1
"508",508,457,"Lumineon","Water",NA,460,69,69,76,69,86,91,4,"False","https://bulbapedia.bulbagarden.net/wiki/Lumineon_(Pokémon)","Lumineon (Japanese: ネオラント Neolant) is a Water-type Pokémon introduced in Generation IV.
","It evolves from Finneon starting at level 31.
","z.spd",0,0,0,0,0,1
"509",509,458,"Mantyke","Water","Flying",345,45,20,50,60,120,50,4,"False","https://bulbapedia.bulbagarden.net/wiki/Mantyke_(Pokémon)","Mantyke (Japanese: タマンタ Tamanta) is a dual-type Water/Flying baby Pokémon introduced in Generation IV.
","It evolves into Mantine when leveled up with a Remoraid in the party.
","z.sp.def",0,0,0,0,1,0
"510",510,459,"Snover","Grass","Ice",334,60,62,50,62,60,40,4,"False","https://bulbapedia.bulbagarden.net/wiki/Snover_(Pokémon)","Snover (Japanese: ユキカブリ Yukikaburi) is a dual-type Grass/Ice Pokémon introduced in Generation IV.
","It evolves into Abomasnow starting at level 40.
","z.sp.atk",0,0,0,1,0,0
"511",511,460,"Abomasnow","Grass","Ice",494,90,92,75,92,85,60,4,"False","https://bulbapedia.bulbagarden.net/wiki/Abomasnow_(Pokémon)","Abomasnow (Japanese: ユキノオー Yukinooh) is a dual-type Grass/Ice Pokémon introduced in Generation IV.
","It evolves from Snover starting at level 40. It can Mega Evolve into Mega Abomasnow using the Abomasite.
","z.hp",1,0,0,0,0,0
"512",512,460,"AbomasnowMega Abomasnow","Grass","Ice",594,90,132,105,132,105,30,4,"False",NA,"The description information for this Pokemon is not readily accessible.","","z.sp.atk",0,0,0,1,0,0
"513",513,461,"Weavile","Dark","Ice",510,70,120,65,45,85,125,4,"False","https://bulbapedia.bulbagarden.net/wiki/Weavile_(Pokémon)","Weavile (Japanese: マニューラ Manyula) is a dual-type Dark/Ice Pokémon introduced in Generation IV.
","It evolves from Sneasel when leveled up at night while holding a Razor Claw.
","z.spd",0,0,0,0,0,1
"514",514,462,"Magnezone","Electric","Steel",535,70,70,115,130,90,60,4,"False","https://bulbapedia.bulbagarden.net/wiki/Magnezone_(Pokémon)","Magnezone (Japanese: ジバコイル Jibacoil) is a dual-type Electric/Steel Pokémon introduced in Generation IV.
","It evolves from Magneton when leveled up in a special magnetic field. It is the final form of Magnemite.
","z.sp.atk",0,0,0,1,0,0
